reels_shortcode,p,q,M,constant
DMzClfVz8ys,0.08238919141792755,0.08561928506760694,109101,21554.459296226298
DMSceyqTi3C,0.08311369056829543,0.07760353319105996,59845,22237.27038971329
DMIiPxEzV2f,0.08309707938831704,0.0777865923775168,142215,22221.380522394007
DL9BEl-ToEY,0.08239612446316166,0.08554227150610562,7665,21560.895147550742
DLwru62OhSt,0.08322645790111063,0.07636170598616035,13839,22345.435304472085
DLj5xdrTKmI,0.08233216636451912,0.0862529560618394,51503,21501.594984622712
DLXdkWxTuTh,0.08227602305710559,0.08687722294201373,6109,21449.67203134589
DLRw3orOcZV,0.08233324043879073,0.08624101706095995,6187,21502.58951751294
DKgSV1KTCJu,0.08299048076153424,0.07896214203197145,9053,22119.674854879242
DKeP-h_uZRj,0.08240354580022739,0.08545984050832928,6534,21567.78635716692
DKWBGhquOcB,0.08272525107337587,0.08189311601583861,8491,21868.591880653046
DKUD3UCu_yQ,0.0832684799269797,0.07589934613604904,68719,22385.873792993876
DKO05_-OfKy,0.08254192399580794,0.08392408205794064,5927,21696.67525099167
DJ3EzLWuLZO,0.08305535713628859,0.07824653114371023,2806,22181.51897063852
DJ09gTYxPnb,0.08325831631080241,0.07601115449221246,2671,22376.086617251356
DJOBeDGTHbA,0.08325274590777498,0.07607243900120672,15348,22370.724307408098
DJGh8gizORF,0.08216501434210631,0.08811269914777733,17988,21347.368829708714
DJD8YBiT-nd,0.08325215955122785,0.0760788902051971,26550,22370.15992849592
DJBTiSTTQyN,0.08327434359507462,0.07583484660008268,47162,22391.522187613493
DI8rd4bzbTk,0.08236419376439817,0.08589701313684016,25575,21531.26991920526
DIy3gumueo7,0.08322841237779488,0.07634019647160412,19538,22347.314543649158
DIvtw2hTDEa,0.08226069399932613,0.08704773728627269,32879,21435.51661113398
DH5mjweTQ6v,0.0822232998201923,0.08746381763729139,27691,21401.023775693993
DH0GRGOTqHq,0.08305828838955888,0.0782142105351358,19852,22184.317211243186
DHJA_z2TrIY,0.08212283987336394,0.08858248298918958,45149,21308.627044703047
DHGFU_izLrK,0.08223696856091042,0.08731170713850378,56385,21413.625682218328
DGru59eTOam,0.08280808563484968,0.08097680491924955,203378,21946.70726035145
DGW6s60B4-i,0.08319352549930949,0.07672420595600327,71262,22313.79387821768
DGVv_0CBK9L,0.08310460324415617,0.07770367348181462,46523,22228.57629045677
DGHo_0GzTcV,0.08279587495339749,0.08111182557851257,38792,21935.175102015168
DF9V9YXzfq8,0.08225483581802669,0.0871129090687724,18091,21430.109363836193
DFupiqHT7cw,0.08316499140883502,0.07703839960303377,911112,22286.413798778853
DFjoPBfzSrR,0.08256995334995311,0.0836132933668921,267623,21722.87413013514
DFU1-d7zXiM,0.08296664162434154,0.07922522679098488,33882,22096.99235130248
DE65VQuTzTX,0.08163970805239541,0.09397992148669614,15922,20869.697323844062
DUak9o-CTRG,0.08319225512997891,0.07673819207966681,159220,22312.574186963247
DHx-fiUpBRG,0.08260999654338877,0.08316946409659379,294747,21760.355984870996
DCoVfj1ydvJ,0.08272525107337587,0.08189311601583861,160281,21868.591880653046
DWOOOVvkXXZ,0.08330718072296057,0.075473720648893,10948,22423.17954420596
DWI4HzcEcXZ,0.08328704831816532,0.07569511087014111,15257,22403.765265447262
DV5rcPYkeW3,0.08259241642241923,0.08336429358180061,9611,21743.892579469783
DVLePiuEX4i,0.0828750026141358,0.08023719105313884,8369,22010.011215595703
DU-Rfh8kcqG,0.08301959648517548,0.07864092058839559,7735,22147.40884084723
DUsshd3if3B,0.08299155548909747,0.07895028316439302,12748,22120.697975052044
DUVHiTHkW5o,0.08329418257415103,0.07561665184088501,18587,22410.643159116895
DUGJYfCiX2M,0.08210712249409931,0.08875761634308348,684836,21294.20654585461
DUC6YClkXZB,0.08271255293900832,0.08203365688355989,14694,21856.641248168562
DTxRECBkQ5M,0.08326769810696512,0.07590794636634172,87767,22385.120781368976
DTh0UOGEaXs,0.08324854369286745,0.07611867348444254,15182,22366.679906472473
DTcuJBKEdhR,0.0827343352147236,0.0817925864418294,54690,21877.145188193626
DTSJj_yESJC,0.08300953290828421,0.0787519359759608,5261,22137.81900295594
DTPY0WMEXhp,0.08327756862605587,0.07579937350350088,17992,22394.629412095936
DTKiK6EEXzf,0.08287011802318452,0.08029116034164356,19833,22005.384317907246
DTHmCMLEesg,0.08324756643592296,0.07612942597455094,14734,22365.739452909733
DSSDUYgiTbT,0.08322118083167787,0.07641978382256119,29827,22340.36214797952
DSKY0V8icLO,0.08300787193856475,0.07877026000251235,8445,22136.23661343985
DR_zPbEkZAa,0.08291798796459536,0.07976237755946415,10306,22050.769886057406
DRyxkyWEe1Z,0.08266762227471604,0.08253110194796244,92236,21814.40680708784
DRKClkGCd7d,0.08280105226551851,0.08105457475969903,13644,21940.06399703558
DQwo-k3iWWv,0.08331832211750108,0.0753512233156899,4263,22433.930598343562
DQmB1MmCYks,0.08295775093293442,0.07932336089001432,4503,22088.538848981763
DPjIZZykj3p,0.08250217629538982,0.0843649700787921,79903,21659.57630122626
DPJT2RZiSL4,0.08289190346883267,0.08005047811742222,6314,22026.027788952444
DO_Db-hibcS,0.08292609675609015,0.07967283386899929,5644,22058.466910649324
DO8Yw3yCYk4,0.08225063747426804,0.08715961791638162,6420,21426.23500897773
DOV4LSpiVmS,0.08250481307552729,0.0843357164261821,8256,21662.035445281806
DOTg3u8Cdqx,0.08272622785911106,0.08188230593598432,5655,21869.511430668066
DOLmXWIibxK,0.08273267466706416,0.08181096211784548,9453,21875.58143054365
DOGRFCpCbAQ,0.10641652169489614,0.08722518844607388,222336,33865.14845540495
DNiI5YOJ5Aw,0.08335829525671415,0.07491185208370336,3921,22472.54480031249
DMkik41SYSH,0.08281765890540543,0.08087096051512543,29851,21955.752712085952
DMfdVqLJZG7,0.08311857625794936,0.07754969817128797,5253,22241.946042031916
DLfDDFWp0bG,0.08274019599152486,0.08172773360955662,1567,21882.66522635129
DLXDrl5JvIp,0.08154105856797854,0.09508559421304791,2375,20781.167229481533
DLUln0JpwiV,0.08312053053998164,0.07752816491644532,1529,22243.816578206755
DK7CNX6pSrG,0.08292287277147753,0.07970843468793994,8301,22055.406326175795
DKwSE8gxaxH,0.08317906292115518,0.07688344333419922,573,22299.912102536386
DKrj__FJUCK,0.08310098787833363,0.07774351683026817,3794,22225.118292958654
DKjxDqHJJAA,0.0827105993930929,0.08205528017586966,906,21854.803269037217
DKeOng3RCAK,0.08300327985906777,0.07882092216635693,1471,22131.86236041461
DKZhQpmJ0Fi,0.08326339810697116,0.07595524886180403,2220,22380.97967015647
DJ9N9rqJ9lK,0.08244846550535623,0.08496104962897585,741,21609.543343164925
DJeJo6fJsv7,0.08322851010172165,0.07633912100715959,480,22347.408509756333
DJbpH3uJl-s,0.08285419440967705,0.08046711894570233,527,21990.307383999407
DJWX5F9p-M6,0.08311310428701792,0.07760999357417304,986,22236.709377487376
DI_nmiwTWUY,0.08323036685800561,0.07631868738688409,3593,22349.193940862173
DI81Ea6pCfW,0.08292971153813021,0.0796329191951795,5934,22061.89898009039
DHlPiTppm0P,0.08300982602085208,0.07874870235652652,4943,22138.098259906023
DG26rGtPM4n,0.08291925801226503,0.07974835215361259,7472,22051.975266721634
DGk1tDYpfPA,0.0828017360633097,0.08104701355745501,9690,21940.709781603167
DGftQ_tp4RC,0.08287158339815641,0.08027496927198284,7494,22006.7722850802
DGQJkavJF10,0.08291994188470411,0.07974080008745987,5542,22052.62434513909
DGDYPmZvK_1,0.08313391746670759,0.07738067368976081,6240,22256.63398101414
DFSbLBCvjr7,0.08331108997115387,0.07543073753943876,13275,22426.951257058743
DFFyH1KvipI,0.08292062575757508,0.07973324807412846,2796,22053.273442660677
DE_w4RUPWWQ,0.08257542257684414,0.08355266206198143,4758,21727.9897937809
DE6k-NJPG2Y,0.08292511979004244,0.07968362187198867,9930,22057.539415963463
DD4cmpMyZxF,0.08264711106961672,0.08275827245981787,31555,21795.153007901456
DDmZTChyKum,0.08311994425500172,0.07753462484771512,6465,22243.25540083801
DDW5FOmyZ2I,0.08287334185074025,0.08025554030870974,6699,22008.437961241827
DDPMDxtSJLN,0.08328568011005796,0.07571015846127925,8322,22402.44645858368
DCg0RVnyVfv,0.08311730597651924,0.07756369501769383,6585,22240.7302778663
DB3Lg8GSEr-,0.08303493629199177,0.07847172493768374,17179,22162.03435299801
DB1DJ1LSHbE,0.08323974841210596,0.07621544976327664,6481,22358.217247764274
DAD3wSHSbc8,0.08226821204511997,0.0869641058896782,3193,21442.457910759906
C_qDvIay-BZ,0.08314339590173501,0.07727625780243416,14400,22265.713541863148
C_nlul2SF5p,0.08319772750078652,0.0766779454566025,29377,22317.828716592365
C_D5P5Gy0Nu,0.08316420966351054,0.07704700893838091,5191,22285.664132620255
C_Axq8Gyu_f,0.08267768267449403,0.08241969764283329,8334,21823.856553019843
C-uvGIDPM8U,0.0828762726113922,0.08022315947977109,6262,22011.214368333847
C-kemPbSNNe,0.08300230282338902,0.078831701657114,3710,22130.931779802424
C6WJyhqyfEi,0.08293586646504293,0.07956495976747487,4904,22067.744002687145
C6GiMMwyNvt,0.08319381866167427,0.07672097841480345,6460,22314.075354898043
DKhkNWdsA9b,0.08276158809606886,0.08149105376361464,55607,21902.825187499293
DJhED_0Mz75,0.0820618264793206,0.08926250612256262,4815,21252.701412615494
C1FBWF7sVOj,0.0819081855883364,0.09097695900422323,63074,21112.507695579236
DRpL6UwjIr0,0.08265844102058333,0.08263278190316443,64631,21805.78633806283
DLFen2dMTaN,0.08271431113334589,0.08201419628993527,19752,21858.295561540443
DLC3PgHM13Q,0.08271655771915434,0.08198933048519888,12262,21860.409588614446
DLAQeUOs7_H,0.08262200979024281,0.08303635076692778,8750,21771.613146926877
DK9sFVesH5s,0.08280808563484968,0.08097680491924955,7959,21946.70726035145
DK7MRgosEI7,0.08282537619532566,0.08078564450953454,4677,21963.047167591336
DK4laMLsEeG,0.08275533647842903,0.08156021512060369,7741,21896.931772095682
DK2GTNivIn1,0.0828286975775374,0.08074892830149252,5545,21966.187299375564
DKzcWDovC9h,0.08286484268970482,0.08034945020175904,3895,22000.38836083583
DKw_-w1PgGM,0.08275113619310012,0.08160668539139784,3826,21892.973024234747
DKuUxXlsIgC,0.08283915022921381,0.08063338837418595,4076,21976.072408647266
DKrzNirM4rW,0.08284227627548355,0.08059883677671614,3672,21979.029567001562
DKpMDvTsQoz,0.08275406662300654,0.0815742640616738,3080,21895.734865863058
DKmtSRSsZDs,0.08274117279074268,0.08171692518217336,3697,21883.58536810782
DKkADwbszYt,0.08278346904206264,0.08124902384016362,2694,21923.46463476384
DKe0mtGMdlJ,0.0827192926994738,0.08195905984202043,2213,21862.983462741588
DKcScItsVM_,0.08279118608831021,0.08116367799303388,1807,21930.748363549
DKZxsxvMF5X,0.08280388514489327,0.08102325012326549,1585,21942.739513987384
DKXGic2M8JV,0.0825648748068666,0.08366959690214483,1857,21718.12494945541
DKUhu9msgSD,0.08262259580569443,0.08302985785224337,1638,21772.16242571986
DKFJjHJsxLO,0.08281248151388129,0.08092820161003965,615,21950.860321315246
DJy_eAes0P1,0.08278532503550405,0.08122849700847537,1093,21925.216196675723
DJrYxAMsgCn,0.08281853808755699,0.08086124063027379,1028,21956.583603716408
DIrAcKjs5QK,0.08275367589856077,0.08157858684948593,26925,21895.366600184047
DIY-ltwslBd,0.08261683333419667,0.08309370653724124,22000,21766.76178602616
DIG_FBssGwK,0.08277370070796365,0.08135706621956432,27522,21914.248193797743
DH06YTPMfE7,0.08281599822995567,0.08088932053610778,24739,21954.183335901325
DG-9-hEsnDc,0.08243342696171731,0.08512801061324424,324128,21595.554836412473
DGIyh6asKVn,0.08276744902038836,0.0814262190080494,217279,21908.351704934557
DF2uFCyMCaI,0.08244055559596751,0.08504886356732855,172147,21602.18462280101
DFkrfq5sN1m,0.08276578842194356,0.08144458846083069,30938,21906.785716774233
DFSqMr-sVj9,0.08278639955947685,0.08121661323140059,39439,21926.230322793126
DFAqVJXM8r4,0.0827297442950542,0.0818433905428435,33789,21872.822130874087
DEut0v1M3Og,0.08279743791293867,0.0810945419929741,27951,21936.650880050514
DEcnY47vrgF,0.08283123746492636,0.08072085204284114,38261,21968.588879533505
DESYu9FPXUx,0.08286025121666851,0.08040018652893162,36050,21996.040951026855
DEKucUAPTDN,0.08285077525940028,0.08050490520561944,54203,21987.071352911826
DEAcFX6Mx-D,0.08222349508670133,0.08746164448034688,22477,21401.20375070591
DD4kRMLM4QH,0.08278493429977835,0.08123281841434116,35036,21924.847435171083
DDuS19MPlhT,0.08279880550438788,0.0810794190822889,21819,21937.942267275466
DDmpOBZszLI,0.08273677720120212,0.08176556395588092,43680,21879.445034857206
DDcOFN_sx-4,0.08283104208876185,0.08072301172914971,217253,21968.404133277163
DDUd85HvwKp,0.08272710696702619,0.08187257695646608,39561,21870.339058739475
DDKQz3kM7hu,0.08281375143781285,0.08091416106089748,451656,21952.060240782565
DDCewtwPM5Y,0.08281013704284361,0.08095412310299424,24995,21948.64525768092
DC4P3AQMhE5,0.08281013704284361,0.08095412310299424,117113,21948.64525768092
DCwc8MdMpmV,0.08273619112394498,0.0817720492909475,19119,21878.893049610248
DCmLWDIMxBd,0.08279538652900352,0.08111722675565922,31630,21934.71394173915
DCec8AHsTVA,0.08276910962137997,0.08140784986729223,33885,21909.91780503312
DCUHKgsPQvY,0.08285370595897654,0.08047251690192897,99545,21989.845064687273
DCMY8R1PEYG,0.08281336069182914,0.08091848121043937,256116,21951.691027806955
DCCFxjEPqE3,0.08279831707867201,0.08108482009753441,111468,21937.481048825834
DB6YRk2slyH,0.08272280911289319,0.08192014168803546,29856,21866.29317476108
DBwKIHCMpSc,0.08288682341541646,0.0801065965321202,42042,22021.212334113236
DBoVekFPdJX,0.08269360369235688,0.08224342105314049,41464,21838.819370557347
DBeMGLOsQkY,0.08270659463498568,0.08209960927602465,71544,21851.03589497553
DBWeJLDsGtm,0.082773896073782,0.08135490526617918,32177,21914.43248464314
DBMEtPlMKNS,0.08279909855992315,0.08107617848609344,44869,21938.21900299948
DBEXFY5sIyF,0.0828005638387892,0.08105997565082365,36552,21939.602733981203
DA8k81TsdIU,0.08279870781922709,0.08108049928317934,33189,21937.85002280985
DA01XjZs7w-,0.08237971958283716,0.08572450960971324,36550,21545.669759147087
DAqjp9mMO_r,0.08272280911289319,0.08192014168803546,355381,21866.29317476108
DAn7rCOME1d,0.08252073155130395,0.08415912780479066,16685,21676.887320522757
DAi3wIeMw2A,0.08281033241523619,0.08095196295483924,49754,21948.829837779856
DAV-zgBslmm,0.08284335085597307,0.08058695992023386,25355,21980.046182082126
DATYQZLsDj1,0.08283348429335194,0.0806960159604925,19648,21970.713573147958
DAGf8NYMbVd,0.08284960298179071,0.0805178607989386,27901,21985.96196616188
C_8MoUmsWsb,0.08221656314720592,0.08753879421134844,26592,21394.815564490716
C_x51z8MTdK,0.08283328891678202,0.08069817559716927,44129,21970.528809024683
C_vYZhNsviD,0.08275641097264208,0.08154832769761676,43185,21897.944590008592
C_iebJAsbUB,0.08280202911963812,0.08104377305839694,50813,21940.986552236343
C_dX2TQM1Dc,0.08287041109802025,0.08028792210829791,60753,22005.66190433885
C_au-18snel,0.08282371550804021,0.08080400308131185,25459,21961.47727002976
C_YJYWTM4q0,0.08277536131854324,0.08133869825343866,21630,21915.814715382618
C_S-WBnPR9x,0.08265932007345964,0.08262304617488499,31620,21806.611554637115
C_GIpSjMC-n,0.08279186987987082,0.08115611602769092,45051,21931.39387393242
C_BH4MfMOM0,0.0826986828393381,0.08218719161680355,30565,21843.59494270608
DW1IrewEfkF,0.0826965339665535,0.08221098063716531,41877,21841.57438090771
DWoPym9EZ6k,0.0827206601922243,0.08194392483801154,32236,21864.27051344199
DWeCNTWEpRW,0.08322118083167787,0.07641978382256119,32336,22340.36214797952
DWbCKljiB87,0.0832313440994334,0.07630793300570994,73369,22350.133698736307
DVa_Bq_kVNg,0.08293459639789487,0.07957898279114854,25253,22066.53776012881
DUvNsKmkQf7,0.08313880324760065,0.07732684980362498,80959,22261.313704576613
DUqEagyEa0g,0.08272163697381779,0.08193311425048473,33601,21865.18988175662
DUiYKYHERPi,0.08259495575558615,0.08333614937982756,89271,21746.269857081326
DUN1uXxiYp-,0.0825536434981078,0.08379412472511603,108669,21707.625640434966
DUItegIkk-i,0.08281609591667634,0.08088824052624052,65747,21954.275649042273
DT-VfkwESEM,0.08305086256334909,0.07829609129191205,98904,22177.22902052293
DTsSflvkSo1,0.08305115568710268,0.07829285903889777,38415,22177.508774587175
DTptihrkS13,0.08275416430414001,0.08157318336742031,53152,21895.826933250602
DTkuUhjEQLd,0.08303786748999371,0.0784393975788901,98814,22164.830135692086
DTAla_PiVpw,0.08314691369254021,0.07723750808921337,469433,22269.084218097407
DSfB3SzkcYL,0.08255198322756824,0.08381253439990369,121451,21706.073999328113
DSH26Cnkb2S,0.08256663276139276,0.08365010688580893,10553,21719.768779108457
DRwqjgHic3N,0.08305447776185451,0.07825622751520589,87127,22180.67956728304
DRhX-UcCacX,0.08293655034797037,0.07955740898402051,44898,22068.393545220944
DRZeYOdEY1g,0.08324991185407088,0.07610362017878454,271572,22367.996607893325
DRPUdv8ibVo,0.08288447878341605,0.0801324983223506,76668,22018.990171573263
DRCXQv-khdZ,0.08249573085987036,0.08443648232994361,46218,21653.566235354177
DQ_yjJTEcq6,0.08250549668624096,0.08432813227470286,80824,21662.673046720804
DQ9ZpnJCcqX,0.08287334185074025,0.08025554030870974,81416,22008.437961241827
DQ4D_K8kcPj,0.08297621629671485,0.07911955389354104,63536,22106.09974101167
DQmCQDVEchv,0.08296488302025042,0.07924463722352822,100094,22095.319973336944
DQb5CkQCb83,0.08324209381332649,0.07618964190464284,41779,22360.473643639292
DQZQn5-icxw,0.08287861722562483,0.08019725551546826,73347,22013.435746173258
DQHM_SgCX1S,0.08282029645400164,0.08084180112279203,43949,21958.24548130687
DP_lnB5EYUk,0.08290040284226201,0.07995659421266445,75086,22034.086770000587
DPYwLLTkWvC,0.08301764238525922,0.07866247608047737,70229,22145.54641146705
DPWVkZaiSBS,0.0830925846422343,0.07783613138525326,78759,22217.082863322114
DPOfXTGkYrf,0.08300367067358608,0.07881661040021204,158572,22132.23460361525
DPELoBSEfmo,0.0826734826904041,0.0824662048421174,24573,21819.911015829683
DPBt_5siS7m,0.08279265135646884,0.08114747384634857,114994,21932.13162334917
DO1BlQGiWo-,0.08255559676082609,0.08377246668454094,142884,21709.45124256023
DOs6uRQkXB1,0.0829329355431026,0.0795973208661827,109817,22064.960465495664
DOGbTFtkTIa,0.0823521833783834,0.08603047806347042,23799,21520.137022557727
DN5Y-jJkegk,0.0825152626007148,0.08421979304511643,57463,21671.783687950065
DNf3OU0zPAQ,0.08300327985906777,0.07882092216635693,30996,22131.86236041461
DNIXFl0xZzA,0.08283035827246368,0.08073057066521722,102522,21967.757533614258
DM2rv8yzive,0.08283123746492636,0.08072085204284114,104559,21968.588879533505
DM0LoGPzhl0,0.08300269363755476,0.07882738984788629,155696,22131.304007352024
DMUMPHpSPQt,0.08310460324415617,0.07770367348181462,17154,22228.57629045677
DMSO3j7zbtxqj11eZsBvjDgW2z-LuoGH0CXg200,0.08324307106533381,0.07617888881286777,12411,22361.41387579072
DL923dMy9ps,0.08274439623441379,0.08168125813803326,9191,21886.62211041287
DLfD4N1TGRN,0.08292785529719708,0.07965341573525289,16310,22060.13649936081
DJ36q9Qssgu,0.08276823047936127,0.08141757466764887,2791,21909.08867927187
DJWbd0dSAhY,0.08268715711704022,0.08231479339130059,3314,21832.759570890612
DJRZBL7hcow,0.08289649507607877,0.07999975821279438,64667,22030.381125243697
DJHCugySfVA,0.08250842645133225,0.08429562936918245,27319,21665.405836880735
DI3nTi-ybbB,0.08269848748709052,0.08218935423340952,28661,21843.411247546414
DId5JGpyCal,0.08280437357312075,0.08101784941561874,23683,21943.20084298711
DITkV4gyOZE,0.08257483658692705,0.08355915811094983,25504,21727.44162934556
DH7baMtSXwE,0.08288740957420976,0.08010012118161475,48510,22021.767909786584
DHgHpwbSV5-,0.08309580913209846,0.07780059230106316,150119,22220.16588230709
DHa6ZyWyN_0,0.08292316586059115,0.0797051982013471,33903,22055.6845435802
DHLiwS6So1K,0.08307489897460972,0.07803107871887212,75896,22200.180576851904
DGw1MSfyMGH,0.08298530254367853,0.0790192820390926,31188,22114.74593907275
DGvJqdiTa9I,0.08277721729808724,0.08131816971933813,84214,21917.565666136747
DGiYGDeyNYe,0.08324639372875335,0.0761423291044993,87250,22364.610960829177
DGX_zRIy_QL,0.08305760442975288,0.07822175192381363,46858,22183.664256864307
DFz8-hsybTi,0.08290821841693352,0.07987027138770043,65291,22041.49992947062
DE91NMUSZ4J,0.08283524268406742,0.08067657942460976,206447,21972.37652017662
DEUsxmHSFRQ,0.08286327963286848,0.08036672187542744,60401,21998.90829508642
DD9USpFytvm,0.08285800433270284,0.08042501581265785,924660,21993.91380822163
DDmT7sCSV5g,0.08255755002706866,0.0837508090767701,100550,21711.27699821079
DCrD6bUSYbu,0.08319968192563222,0.07665642962246295,44043,22319.705634174035
DCeMD4iyNGS,0.08265648757230243,0.08265441716835079,51558,21803.95263525126
C-AEkU-PPGw,0.08277321229357198,0.08136246862192018,66776,21913.78747346437
C8jrDrpykgv,0.08311369056829543,0.07760353319105996,623572,22237.27038971329
C6JSGJKS5Am,0.08283299585199326,0.08070141506027645,20166,21970.251665753
CeGmLuhrOwu,0.08329877588711462,0.07556614015175303,417423,22415.07250929732
Cdx3_4fr_xg,0.08330522610415404,0.07549521284785109,200437,22421.29392564484
DPoS4nhiTI8,0.08301207321984126,0.07872391159621633,512775,22140.23934688587
C-pleZ9ygsU,0.08317964923813562,0.0768769873068298,245423,22300.47470923864
DGDdugmytZ3,0.08329183706014959,0.07564244595877463,173947,22408.381700861395
DW3yDahSJCu,0.08254319360242929,0.08391000259427428,11090,21697.86127634661
DWiN2G0y3wn,0.08319225512997891,0.07673819207966681,31509,22312.574186963247
DWY4e4lyX2l,0.07826666457368915,0.00725300928473754,75400,36502.929990879216
DWTu1tmSLrJ,0.08297045194300254,0.07918317205140811,25682,22100.616271130744
DWBtRUzkgyE,0.08273072108484297,0.08183258095983713,68787,21873.741858758298
DVvrwfSkorO,0.08305447776185451,0.07825622751520589,53392,22180.67956728304
DVYgjijki21,0.08264125079667589,0.08282318707599536,244846,21789.655044235427
DVF37BJk21f,0.08154203428538882,0.09507465231634345,10665,20782.041056587786
DUamxy0CaD7,0.08278679029573134,0.0812122918903027,34183,21926.599107555965
DUF6IexEdJG,0.08130427798215845,0.09774442837911232,7959,20570.17223835345
DTiD_fViaFH,0.08298862441643708,0.07898262583752114,148374,22117.907758760408
DTP-rPhkrhR,0.08307753714979638,0.07800199593996483,355593,22202.701096180772
DTMf9aeCRjN,0.0826525806863145,0.08269768899580547,16473,21800.28569219583
DTFroD7CW8B,0.08294338920099834,0.0794819040540936,153353,22074.89002213001
DTAlr9Aj4Jg,0.08231595773674072,0.08643314237177017,129640,21486.592162591936
DSxC35qDxut,0.08272193000846768,0.08192987109529012,164307,21865.465699788987
DSm22k8icoZ,0.08319254829199989,0.07673496449654281,9432,22312.85564825854
DSkKCTTEvI2,0.082743126391822,0.0816953086513933,147180,21885.42576769001
DSckRxTiaQb,0.08279909855992315,0.08107617848609344,18212,21938.21900299948
DSEbe3ICbOS,0.08301881484478588,0.07864954273353722,44496,22146.663850301196
DRuIRMpCdez,0.08271079474752582,0.0820531178271935,31005,21854.98705999526
DRTehFJgUBB,0.08254348658878412,0.08390675351324599,7574,21698.13498371192
DRGzV-pEYdH,0.08300718801059714,0.07877780528038501,98476,22135.58507416072
DQ9REvpiSft,0.08268158965106562,0.08237643692576885,16045,21827.527460658173
DQeQyDyCdBP,0.08270395736334592,0.08212880260202104,4967,21848.555295970444
DQdu8VAgdec,0.07461107967239532,0.17589268354321894,7763,15401.106972021726
DQLYQe6CbyB,0.08266693856161876,0.0825386735304141,8326,21813.764739847327
DP_eHUSCYur,0.05895230946556726,0.060784174335963635,18865,18873.37613118324
DPlrs5cEpo3,0.08257971984592817,0.08350502555950182,388704,21732.010088884224
DPiLlLDgSHq,0.08321854230660199,0.0764488239159026,91218,22337.826001645928
DPVTgxIiZ3r,0.08265746429600229,0.08264359948171342,22320,21804.86946738204
DPRAJpyiRBk,0.08263236277658785,0.08292164833805077,30240,21781.319112624176
DOxQXobgcr7,0.08278630187543526,0.0812176935693737,39233,21926.138127571507
DOm9UqPCYbL,0.08251965729097194,0.08417104392338406,30919,21675.884726425033
DOXghN6ifgS,0.08331108997115387,0.07543073753943876,17867,22426.951257058743
DOQpq_aiXk3,0.08268227337341517,0.08236886647804602,43458,21828.1699329726
DOI6mO_EhKC,0.08269458044954124,0.0822326074731018,298675,21839.73766872861
DN7Lt4siXGb,0.08311456999080671,0.07759384268901026,58171,22238.11193458948
DN2_-TV0rk3,0.08256956269194679,0.08361762430420569,55334,21722.508771678404
DNYGYCczb01,0.08301891254980373,0.0786484649616254,56259,22146.75697274902
DNGEz4HhxUm,0.0829062645179775,0.07989185144705101,182239,22039.64640582582
DNDUSAfTQm6,0.0830990336315623,0.07776505438868989,143065,22223.249329097023
DM_9dXEhsAr,0.08306424862900734,0.07814849495205572,42692,22190.008055760652
DM6z1viz-O6,0.08299116467895108,0.07895459546479527,148449,22120.32592587779
DMz8WHnBefH,0.08256214021661121,0.08369991540208506,13921,21715.568128377225
DMW05EiBamX,0.08268881759489106,0.08229640915719016,19048,21834.320267595675
DMP_WS9Bk69,0.08319186424740771,0.076742495538882,15420,22312.19891075885
DLZ7cX4hpHZ,0.08310137872811102,0.07773920937023168,4794,22225.49210459117
DLRyWSqMVVk,0.08282098026394569,0.08083424140874718,10480,21958.891801004473
DLG8FOOifzg,0.08286621036628739,0.08033433771380392,1725,22001.683500047213
DK3fS4ThVFD,0.08276686292652881,0.08143270230869583,2272,21907.798990449442
DJ_zm3nByE6,0.08329359619517457,0.07562310031236795,3212,22410.077773158602
DJ9R5fST6DZ,0.08298373931296492,0.07903653244720621,35292,22113.25818032092
DJ4PdhBh4sC,0.08310167186553663,0.0777359787865022,3511,22225.772467441388
DJJo7HThzN_,0.0826148799609888,0.0831153510135164,65065,21764.93136473575
DI3tXegBUCC,0.08262103309852838,0.083047172377904,17127,21770.697713064725
DI3fw-ITkbd,0.08317652221790733,0.07691141990005829,160793,22297.47430416414
DINi3JlSi2I,0.0828831110837602,0.08014760798683222,41129,22017.69401364301
DIJXEA_T4Wd,0.08260315979575562,0.08324522695484869,18257,21753.952068810355
DIAq0qISn8u,0.08326320265283152,0.07595739902464692,24121,22380.791456031235
DHvnJbRz8JP,0.0829338148188518,0.07958761243471557,148795,22065.795489786826
DHtCTdry7og,0.08292941844724502,0.0796361554651113,15088,22061.62068429863
DHivGZ0ByxK,0.0826483807996016,0.08274420813925439,11909,21796.34441618868
DHcns4vB7f5,0.08318199450923104,0.0768511635843953,15141,22302.72527798544
DHVwPYHSMp_,0.08269458044954124,0.0822326074731018,85081,21839.73766872861
DHLj_QgT9Xo,0.08288184107848365,0.08016163857882284,54876,22016.490506737726
DHGaWRZyrmz,0.08253997075775953,0.08394574312838779,19500,21694.850723182048
DGng4tXyrjZ,0.0830818364120177,0.07795460346283788,30638,22206.80922231272
DGZrIXnSLG0,0.08280300597463898,0.0810329714650235,16633,21941.90914622775
DGUhcRMSmYy,0.0825260052083962,0.08410063239491115,14934,21681.809818715876
DGQVqXdSN0h,0.08327756862605587,0.07579937350350088,31460,22394.629412095936
DF5DnhHyGr-,0.08263832067210093,0.08285564584350448,64304,21786.906582486317
DFu3VUVhaDY,0.08314437306470154,0.07726549385339004,28853,22266.649789639676
